index,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region,Selected_region
69,Berceo,2016,1141591,Crianza 2016,3.6,176,4.21,España,Rioja,Rioja
70,Federico Paternina,2019,13190,Banda Azul Crianza 2019,3.5,96,4.21,España,Rioja,Rioja
71,Falset Marçà,2020,1373160,Imus Selection 2020,3.2,47,4.22,España,Montsant,Catalunya Sul
72,Raimat,2020,2057155,Clamor Tinto 2020,3.1,165,4.23,España,Costers del Segre,other
73,Finca La Estacada,2018,5197184,Ocho y Medio Tinto Velasco 2018,3.5,32,4.25,España,Castilla,other
74,Séptimo Sentido,2020,3780395,Tempranillo 2020,3.8,177,4.25,España,Castelló,other
75,Corona de Aragón,2020,1580664,Garnacha 2020,3.1,26,4.25,España,Cariñena,Catalunya Sul
76,Bodega Sommos,2020,4171137,Glárima Merlot - Tempranillo 2020,3.5,212,4.25,España,Somontano,other
77,Carlos Serres,2020,1477639,Rioja Tempranillo 2020,3.7,108,4.25,España,Rioja,Rioja
78,Bodegas Vallobera,2014,1205627,Crianza Rioja 2014,3.6,634,4.26,España,Rioja,Rioja
79,Berceo,2018,5389307,Tempranillo 2018,3.5,167,4.28,España,Rioja,Rioja
80,Félix Solís,2014,3993003,Casa Albali Gran Selección 2014,3.4,138,4.34,España,Valdepeñas,other
81,Cellers Tarroné,2020,2403659,Sisquera Tinto 2020,3.4,29,4.35,España,Tarragona,Catalunya Sul
82,Particular,2020,4311709,Garnacha 2020,3.9,88,4.35,España,Cariñena,Catalunya Sul
83,Bodega Pirineos,2020,5380342,3404 (Tresmilcuatrocientoscuatro) 2020,3.6,226,4.4,España,Somontano,other
84,Borsao Bodegas,2019,1136710,Tinto (Selección / Garnacha) 2019,3.6,1089,4.4,España,Campo de Borja,other
85,Borsao Bodegas,2019,1216711,Barrica (Selección) 2019,3.4,82,4.4,España,Campo de Borja,other
86,Laus,2020,5465255,Tinto Joven 2020,3.2,35,4.4,España,Somontano,other
87,Viñas del Vero,2020,23477,Roble Cabernet Sauvignon - Merlot Somontano 2020,3.4,331,4.4,España,Somontano,other
88,Gran Feudo,2013,12305,Crianza 2013,3.4,622,4.42,España,Navarra,other
89,Venta La Vega - Bodegas Almanseñas,2017,6435494,Adaras Calizo Garnacha Tintorera 2017,3.2,56,4.44,España,Almansa,other
90,Azabache,2020,7151382,Tunante de Azabache Tempranillo 2020,3.6,213,4.45,España,Rioja,Rioja
91,San Valero,2018,5314823,Origium Roble 2018,3.5,77,4.45,España,Cariñena,Catalunya Sul
92,Murviedro,2018,1250722,Colección Tempranillo 2018,3.6,312,4.49,España,Valencia,other
93,Beso de Vino,2016,3316211,Syrah - Garnacha 2016,3.5,252,4.5,España,Cariñena,Catalunya Sul
94,Félix Solís,2019,3993003,Casa Albali Gran Selección 2019,3.6,100,4.5,España,Valdepeñas,other
95,Yllera,2015,1149907,12 Meses en Barrica Tempranillo 2015,3.7,490,4.5,España,Ribera del Duero,Ribera del Duero
96,Yllera,2018,5965659,9 Meses en Barrica Roble Tempranillo 2018,3.6,65,4.5,España,Ribera del Duero,Ribera del Duero
97,Dominio de Eguren,2019,9399,Códice 2019,3.5,40,4.5,España,Castilla y León,other
98,El Circo,2016,5386947,Forzudo Crianza 2016,3.7,26,4.5,España,Cariñena,Catalunya Sul
99,Freixenet,2020,1252649,Mia Tinto 2020,3.4,65,4.5,España,Castilla y León,other
100,Beso de Vino,2017,1142511,Old Vine Garnacha 2017,3.7,47,4.5,España,Cariñena,Catalunya Sul
101,Bodegas Faustino,2020,1129392,VII Tempranillo 2020,3.6,493,4.51,España,Rioja,Rioja
102,Oliveda,2020,3296854,Marrec Tinto 2020,3.5,41,4.51,España,Empordà,other
103,Viña Cumbrero,2017,4320358,Rioja Crianza 2017,3.4,85,4.6,España,Rioja,Rioja
104,Finca La Estacada,2016,3123972,Hello World Petit Verdot 2016,3.4,390,4.62,España,Castilla,other
105,Finca La Estacada,2019,3495681,Hello World Cabernet Franc 2019,3.6,109,4.62,España,Castilla,other
106,Ayuso,2016,1138136,Estola Reserva 2016,3.6,530,4.66,España,La Mancha,other
107,Pagos de Aráiz,2017,1552352,Crianza 2017,3.8,260,4.67,España,Navarra,other
108,Valcarlos,2014,1169714,Fortius Crianza 2014,3.6,219,4.67,España,Navarra,other
109,Bodegas Valdelana,2017,1583264,Barón Ladrón de Guevara Crianza 2017,3.9,54,4.7,España,Rioja,Rioja
110,Laudum,2019,3944352,Roble Monastrell - Syrah 2019,3.7,113,4.7,España,Valencia,other
111,Nuntius,2018,1498351,Cosecha 2018,2.9,27,4.71,España,Rioja,Rioja
112,Don Diego Escolano,2011,1927816,Gran Reserva 2011,3.4,88,4.73,España,Cariñena,Catalunya Sul
113,Señorío de Sarria,2016,1125826,Crianza 2016,3.5,313,4.74,España,Navarra,other
114,Bodegas Príncipe de Viana,2019,4611595,Colección Monovarietales Tempranillo Roble 2019,3.5,29,4.75,España,Navarra,other
115,Busca Raons,2020,6834921,Tinto 2020,3.6,49,4.75,España,Costers del Segre,other
116,Arnegui,2018,1710204,Tempranillo Rioja 2018,3.6,212,4.75,España,Rioja,Rioja
117,Bodegas Piqueras,2020,6230146,El Picoteo Tinto 2020,3.5,219,4.76,España,Almansa,other
118,Bodegas Cosme Palacio,2016,1135925,Milflores Rioja Tinto 2016,3.1,938,4.78,España,Rioja,Rioja
119,Volver,2020,4486087,Madame Bobalu Bobal 2020,3.7,32,4.79,España,Valencia,other
120,Enate,2019,1158423,Tapas Tempranillo 2019,3.5,97,4.8,España,Somontano,other
121,Marqués de la Concordia,2018,1150826,Rioja Tempranillo 2018,3.7,684,4.8,España,Rioja,Rioja
122,Enate,2018,1158423,Tapas Tempranillo 2018,3.3,201,4.8,España,Somontano,other
123,Bodegas Príncipe de Viana,2016,1561396,Crianza 2016,3.4,28,4.83,España,Navarra,other
124,Bodegas Aragonesas,2018,1825919,Coto De Hayas Crianza 2018,3.8,75,4.85,España,Campo de Borja,other
125,Bodegas Aragonesas,2017,1825919,Coto De Hayas Crianza 2017,3.7,146,4.85,España,Campo de Borja,other
126,Dominio de Eguren,2016,9399,Códice 2016,3.2,259,4.85,España,Castilla y León,other
127,Borsao Bodegas,2019,1657138,Joven (Selección) 2019,3.2,89,4.85,España,Campo de Borja,other
128,Arnegui,2020,1710204,Tempranillo Rioja 2020,3.4,58,4.85,España,Rioja,Rioja
129,Bodegas Olarra,2020,1554308,Reciente Tempranillo Rioja 2020,3.5,50,4.9,España,Rioja,Rioja
130,Bodegas Piqueras,2018,1184425,Valcanto Syrah 2018,3.7,114,4.9,España,Almansa,other
131,Hacienda Zorita Natural Reserve,2018,1590758,Crianza 2018,3.3,80,4.9,España,Castilla y León,other
132,Bodegas Piqueras,2016,1190247,Valcanto  Monastrell 2016,3.8,92,4.9,España,Almansa,other
133,Bienbebido,2012,1959008,Come Jamon y Bebe Vino 2012,2.8,59,4.9,España,Rioja,Rioja
134,Sonsierra,2018,2650090,Selección Tempranillo 2018,3.2,112,4.9,España,Rioja Alta,other
135,Freixenet,2018,1252649,Mia Tinto 2018,3.4,691,4.9,España,Castilla y León,other
136,La Purisima,2018,4313884,Old Hands Roble 2018,3.5,26,4.9,España,Yecla,other
137,El Miracle,2019,1420439,El Miracle By Mariscal Old Vine Garnacha Tintorera 2019,3.6,33,4.9,España,Valencia,other
138,Bodegas Care,2021,3934584,Nouveau 2021,3.9,41,4.9,España,Cariñena,Catalunya Sul
139,Campos de Luz,2018,5370753,Garnacha 2018,3.0,112,4.9,España,Cariñena,Catalunya Sul
140,Calabuig,2020,3957265,Tinto 2020,3.5,36,4.9,España,Valencia,other
141,Hoya de Cadenas,2017,76606,Reserva Privada 2017,3.8,26,4.9,España,Utiel-Requena,other
142,Bodegas Príncipe de Viana,2017,1561396,Crianza 2017,3.4,34,4.9,España,Navarra,other
143,Solaguen,2015,736244,Crianza 2015,3.6,195,4.925,España,Rioja,Rioja
144,Murviedro,2018,7090350,Galeam Monastrell 2018,3.7,141,4.94,España,Alicante,other
145,Bienbebido,2011,1870840,Come Pollo y Bebe Vino 2011,2.8,83,4.94,España,Rioja,Rioja
146,Sierra Salinas,2018,9245045,El Caire Monastrell 2018,4.0,79,4.94,España,Vino de España,other
147,Carlos Serres,2018,2264260,Eneldo Crianza 2018,3.8,59,4.95,España,Rioja,Rioja
148,La Cova Dels Vins,2020,1230850,Deler Tinto 2020,3.4,43,4.95,España,Montsant,Catalunya Sul
149,Bodegas Lagunilla,2018,1129460,Crianza 2018,3.5,329,4.95,España,Rioja,Rioja
150,Castillo Perelada,2020,2352415,Empordà Jardins Negre 2020,3.4,38,4.95,España,Empordà,other
151,Celler Cooperatiu d'Espolla,2019,1189721,Vinya Orlina Tinto 2019,3.1,27,4.95,España,Empordà,other
152,Bodega Pirineos,2017,73344,Montesierra Crianza 2017,3.6,49,4.95,España,Somontano,other
153,Bodegas Care,2020,7472718,Tinto Sobre Lías Garnacha - Syrah 2020,3.7,137,4.95,España,Cariñena,Catalunya Sul
154,Baltasar Gracián,2019,4175593,El Politico Garnacha 2019,3.8,146,4.95,España,Calatayud,other
155,Campo Viejo,2017,76784,Crianza 2017,3.5,1345,4.95,España,Rioja,Rioja
156,El Circo,2016,4296175,Director Special Selection Garnacha 2016,3.8,28,4.95,España,Cariñena,Catalunya Sul
157,El Gordo,2019,3981796,Garnacha 2019,3.6,31,4.95,España,Cariñena,Catalunya Sul
158,Hacienda López de Haro,2019,1921901,Tempranillo 2019,3.6,64,4.95,España,Rioja,Rioja
159,Segura Viudas,2019,4300311,Garnatxa 2019,3.2,64,4.95,España,Cataluña,Catalunya Sul
160,Bodega Rochal,2019,4190807,Calixto Rufete 2019,3.2,25,4.98,España,Sierra de Salamanca,other
161,Félix Solís,N.V.,6266660,Mucho Más Tinto N.V.,4.2,29389,4.99,España,Vino de España,other
162,Finca Manzanos,2019,4188323,Garnacha 2019,3.6,43,4.99,España,Rioja,Rioja
163,Cooperatiu Gandesa,2018,2637876,Gandesola Red 2018,3.3,34,4.99,España,Terra Alta,Catalunya Sul
164,Los Hermanos Manzanos,2018,2216555,Crianza 2018,3.8,56,4.99,España,Rioja,Rioja
165,Marqués de Griñon,2018,1245440,Crianza (Colección Privada) 2018,3.2,62,5.0,España,Rioja,Rioja
166,Laus,2018,5288724,Tinto Barrica 2018,3.5,49,5.0,España,Somontano,other
167,Viña Pomal,2009,1126218,Centenario Crianza 2009,3.6,176,5.01,España,Rioja,Rioja
168,De Muller,2018,1403986,Solimar Tinto 2018,3.6,48,5.1,España,Tarragona,Catalunya Sul
169,Honoro Vera,2020,1196853,Garnacha 2020,3.7,221,5.1,España,Calatayud,other
170,Guelbenzu,2017,1901038,Vierlas 2017,3.3,66,5.1,España,Ribera del Queiles,other
171,Familia Torres,2019,1152206,Coronas Crianza 2019,3.4,41,5.13,España,Cataluña,Catalunya Sul
172,Bodegas Lagunilla,2016,1129460,Crianza 2016,3.3,422,5.14,España,Rioja,Rioja
173,Bodegas Aragonesas,2016,1825919,Coto De Hayas Crianza 2016,3.6,206,5.14,España,Campo de Borja,other
174,Murviedro,2020,6525780,Audentia Petit Verdot 2020,3.6,44,5.15,España,Valencia,other
175,Garriguella,2020,1878834,Puntils Rouge 2020,3.5,25,5.17,España,Empordà,other
176,Bodegas Valdemar,2020,15481,Conde de Valdemar Tempranillo 2020,3.4,46,5.18,España,Rioja,Rioja
177,Emendis,2020,3585530,Cabró! Negre Selecció 2020,3.2,68,5.19,España,Panadés,other
178,Atalaya,2020,1193347,Laya 2020,3.7,1024,5.19,España,Almansa,other
179,Gran Feudo,2015,12305,Crianza 2015,3.4,159,5.2,España,Navarra,other
180,Gran Feudo,2017,12305,Crianza 2017,3.7,192,5.2,España,Navarra,other
181,Gran Feudo,2016,12305,Crianza 2016,3.6,147,5.2,España,Navarra,other
182,Hacienda López de Haro,2018,1921901,Tempranillo 2018,3.5,134,5.2,España,Rioja,Rioja
183,Honoro Vera,2018,2200226,Monastrell 2018,3.8,362,5.2,España,Jumilla,other
184,Reforjat,2019,8719996,Garnatxa Negra 2019,3.4,44,5.2,España,Terra Alta,Catalunya Sul
185,Campo Viejo,2018,76784,Crianza 2018,3.7,873,5.2,España,Rioja,Rioja
186,Honoro Vera,2019,2200226,Monastrell 2019,3.9,244,5.2,España,Jumilla,other
187,Oriol Rossell,2019,2292261,Xino-Xano Tinto 2019,3.4,185,5.22,España,Panadés,other
188,Señorío de Sarria,2017,1125826,Crianza 2017,3.5,78,5.24,España,Navarra,other
189,Bodegas del Muni,2018,1556204,Corpus del Muni Roble 2018,3.5,39,5.25,España,Castilla,other
190,Valderiz,2020,1155142,Valdehermoso Joven 2020,3.2,34,5.25,España,Ribera del Duero,Ribera del Duero
191,Honoro Vera,2019,5722731,Rioja 2019,3.7,222,5.25,España,Rioja,Rioja
192,Zuazo Gaston,2018,1211162,Vendimia Seleccionada 2018,3.7,52,5.25,España,Rioja,Rioja
193,Arnegui,2019,1710204,Tempranillo Rioja 2019,3.4,217,5.25,España,Rioja,Rioja
194,Volver,2020,84148,Wrongo Dongo Monastrell 2020,3.6,27,5.25,España,Jumilla,other
195,Honoro Vera,2020,2200226,Monastrell 2020,3.7,29,5.25,España,Jumilla,other
196,Honoro Vera,2020,2141257,Organic Monastrell 2020,3.7,158,5.25,España,Jumilla,other
197,Celler de Sanui,2019,8594071,El Petit de Sanui Negre 2019,3.3,62,5.3,España,Costers del Segre,other
198,Ederra,2018,1653817,Rioja Crianza 2018,3.6,181,5.3,España,Rioja,Rioja
199,Viña Ijalba,2019,1829828,Tempranillo 2019,3.5,29,5.3,España,Rioja,Rioja
200,Pinord,2018,13071,Clos de Torribas Crianza Tempranillo 2018,3.4,34,5.3,España,Panadés,other
201,Baltasar Gracián,2020,4175593,El Politico Garnacha 2020,3.5,26,5.3,España,Calatayud,other
202,El Casetero,2018,5564763,Garnacha 2018,3.7,565,5.3,España,Campo de Borja,other
203,Campo Viejo,2018,6023690,Ecológico 2018,3.6,101,5.31,España,Rioja,Rioja
204,Celler Masroig,2019,98958,Solà Fred 2019,3.6,434,5.31,España,Montsant,Catalunya Sul
205,El Escocés Volante,2018,1744295,La Multa Old Vine Garnacha 2018,3.5,55,5.31,España,Calatayud,other
206,Viña Paceta,2017,1633874,Crianza 2017,3.2,48,5.35,España,Rioja,Rioja
207,Bodegas Faustino,2018,1129392,VII Tempranillo 2018,3.7,7332,5.35,España,Rioja,Rioja
208,Barahonda,2019,1172227,Carro 2019,3.7,275,5.35,España,Yecla,other
209,Campos de Dulcinea,2019,5453192,Selección de Familia 2019,3.3,35,5.375,España,La Mancha,other
210,Honoro Vera,2018,2141257,Organic Monastrell 2018,3.7,942,5.4,España,Jumilla,other
211,Finca La Estacada,2018,3123972,Hello World Petit Verdot 2018,3.4,108,5.4,España,Castilla,other
212,Juan Gil,2020,6312410,Etiqueta Amarilla 2020,3.9,335,5.4,España,Jumilla,other
213,El Miracle,2019,76607,120 Anniversary Tinto 2019,3.3,46,5.4,España,Valencia,other
214,El Coto,2017,8619,Crianza 2017,3.7,4273,5.42,España,Rioja Alavesa,other
215,Castillo de Monjardin,2018,1902249,Clásico Tempranillo 2018,2.8,195,5.43,España,Navarra,other
216,Viña Paceta,2016,1633874,Crianza 2016,3.3,306,5.43,España,Rioja,Rioja
217,Tridente,2018,6399011,Gota de Arena 2018,3.7,727,5.45,España,Castilla y León,other
218,Félix Solís,N.V.,5445838,The Guv’nor N.V.,4.0,12965,5.45,España,Valdepeñas,other
219,Familia Torres,2018,1385210,Sangre de Toro 2018,3.3,853,5.45,España,Cataluña,Catalunya Sul
220,Ederra,2016,1653817,Rioja Crianza 2016,3.5,839,5.48,España,Rioja,Rioja
221,Viña Paceta,2018,1633874,Crianza 2018,3.6,66,5.49,España,Rioja,Rioja
222,Laudum,2017,7317279,XII Plus Monastrell 2017,3.6,26,5.49,España,Valencia,other
223,Campo Viejo,2019,6023690,Ecológico 2019,3.4,48,5.5,España,Rioja,Rioja
224,Bodegas Fontana,2019,5961872,Dominio de Fontana Garnacha - Syrah 2019,3.5,27,5.5,España,Uclés,other
225,Bodegas Aragonesas,2019,1239615,Solo Syrah Tirio 2019,3.6,236,5.5,España,Campo de Borja,other
226,Bodega Picos,2018,1879392,Loteta 2018,3.4,75,5.5,España,Campo de Borja,other
227,Sant Pere Moixent,2019,6594913,Tinto 2019,3.4,50,5.5,España,Valencia,other
228,Eguía,2018,1640526,Crianza Rioja 2018,3.5,97,5.5,España,Rioja,Rioja
229,Aldeya,2019,1286987,Garnacha 2019,3.5,103,5.5,España,Cariñena,Catalunya Sul
230,Finca de la Rica,2016,1948407,El Guía Tinto 2016,3.2,71,5.5,España,Rioja,Rioja
231,Pago Aylés,2017,5793376,Immortalis Monastrell Old Vines 2017,3.6,61,5.5,España,Aragón,other
232,Borsao Bodegas,2017,1401444,Bole 2017,3.8,241,5.5,España,Campo de Borja,other
233,Cercavins,2019,1631420,Lo Virol Tinto 2019,2.8,25,5.51,España,Costers del Segre,other
234,Tridente,2019,6399011,Gota de Arena 2019,3.6,32,5.51,España,Castilla y León,other
235,Canopy,2019,6783470,Ganadero 2019,3.7,145,5.51,España,Méntrida,other
236,Honoro Vera,2018,5722731,Rioja 2018,3.5,739,5.52,España,Rioja,Rioja
237,Marqués de Altillo,2015,22815,Crianza 2015,3.4,71,5.54,España,Rioja,Rioja
238,Marqués de Altillo,2016,22815,Crianza 2016,3.4,95,5.55,España,Rioja,Rioja
239,Viore,2018,4170932,5 Meses en Barrica  Tinto 2018,3.4,82,5.55,España,Toro,other
240,Honoro Vera,2019,1196853,Garnacha 2019,3.8,2071,5.55,España,Calatayud,other
241,Rioja Vega,2018,1190404,Semi Crianza 2018,3.4,383,5.6,España,Rioja,Rioja
242,Orowines,2018,2034003,Comoloco Monastrell 2018,3.6,507,5.6,España,Jumilla,other
243,Adernats,2020,9543097,Parabòlic 2020,3.2,55,5.6,España,Cataluña,Catalunya Sul
244,Orowines,2019,2034003,Comoloco Monastrell 2019,3.6,229,5.6,España,Jumilla,other
245,Oliver Conti,2020,6623844,Indispensable Negre 2020,3.5,109,5.6,España,Empordà,other
246,Finca Antigua,2016,1513516,Garnacha 2016,3.6,70,5.6,España,La Mancha,other
247,Bodega Pirineos,2017,2291254,Señorío de Lazán Crianza 2017,3.9,246,5.6,España,Somontano,other
248,Gran Feudo,2017,5608644,626 Barricas Edición Limitada Crianza 2017,3.1,36,5.6,España,Navarra,other
249,Bodega Iniesta,2019,2500972,Corazón Loco Tinto 2019,3.4,143,5.6,España,Manchuela,other
250,Bodega Iniesta,2020,2500972,Corazón Loco Tinto 2020,3.6,107,5.6,España,Manchuela,other
251,Bodegas Javier San Pedro Ortega,2020,3973869,Cueva de Lobos Joven 2020,3.7,46,5.65,España,Rioja,Rioja
252,Familia Torres,2019,1385210,Sangre de Toro 2019,3.1,371,5.69,España,Cataluña,Catalunya Sul
253,R. Raventós,2020,5795233,L'Ànec Mut Negre 2020,3.7,84,5.69,España,Panadés,other
254,Solar Viejo,2018,2338896,Tempranillo Rioja 2018,3.3,458,5.7,España,Rioja,Rioja
255,Bodegas Piqueras,2018,5328798,Old Vines Garnacha 2018,3.7,233,5.75,España,Almansa,other
256,Pagos del Rey,2018,5050415,Sentero Roble Tinta de Toro 2018,3.8,84,5.75,España,Toro,other
257,Particular,2017,2538450,Cariñena 2017,3.6,73,5.75,España,Cariñena,Catalunya Sul
258,Particular,2018,2335907,Garnacha Old Vine 2018,3.8,100,5.75,España,Cariñena,Catalunya Sul
259,Monólogo,2017,1302028,Crianza 2017,3.4,742,5.75,España,Rioja,Rioja
260,Honoro Vera,2019,2141257,Organic Monastrell 2019,3.8,831,5.75,España,Jumilla,other
261,Celler Masroig,2020,98958,Solà Fred 2020,3.7,72,5.75,España,Montsant,Catalunya Sul
262,Luna Beberide,2020,1169128,M Mencía Bierzo LB 2020,3.5,25,5.75,España,Bierzo,other
263,Sierra Salinas,2018,79954,MO Monastrell 2018,3.5,419,5.75,España,Alicante,other
264,Bodegas Mano a Mano,2017,1192990,Mano a Mano 2017,3.4,174,5.77,España,Castilla,other
265,Bodegas Vallobera,2019,7390364,Malarina 2019,3.8,57,5.8,España,Rioja,Rioja
266,Sant Josep,2018,6137925,Plana d’En Fonoll Syrah 2018,3.5,45,5.8,España,Terra Alta,Catalunya Sul
267,Sierra Salinas,2017,79954,MO Monastrell 2017,3.8,71,5.8,España,Alicante,other
268,Celler de Capçanes,2020,1177475,Mas Donis Negre 2020,3.4,89,5.8,España,Montsant,Catalunya Sul
269,Tarón,2016,1233061,Crianza 2016,3.7,568,5.8,España,Rioja Alta,other
270,Aroa,2014,1567694,Jauna Crianza 2014,3.8,498,5.82,España,Navarra,other
271,Castillo de Monjardin,2017,1392332,Old Vines (La Cantera) Garnacha 2017,3.5,79,5.83,España,Navarra,other
272,Volver,2017,1170617,Paso a Paso Tempranillo 2017,3.6,707,5.84,España,Castilla,other
273,Enate,2017,1158423,Tapas Tempranillo 2017,3.4,236,5.85,España,Somontano,other
274,Bodegas Faustino,2018,1142455,Crianza 2018,3.5,464,5.85,España,Rioja,Rioja
275,Monólogo,2016,8327168,Crianza Vendimia Seleccionada 2016,3.3,82,5.85,España,Rioja,Rioja
276,Telmo Rodriguez,2018,2568897,Al-Muvedre Tinto Monastrell 2018,3.6,549,5.85,España,Alicante,other
277,Familia Torres,2017,3385833,Mas Rabell 2017,3.7,1175,5.85,España,Cataluña,Catalunya Sul
278,Marqués de Tosos,2014,1139332,Reserva 2014,3.5,32,5.85,España,Cariñena,Catalunya Sul
279,Campillo,2020,1910299,El Niño de Campillo Rioja 2020,3.6,52,5.85,España,Rioja,Rioja
280,Celler Batea,2018,1311196,Primicia Criança 2018,3.6,90,5.87,España,Terra Alta,Catalunya Sul
281,Campillo,2019,1910299,El Niño de Campillo Rioja 2019,3.6,122,5.9,España,Rioja,Rioja
282,Bienbebido,2012,1870832,Come Cerdo y Bebe Vino 2012,3.4,30,5.9,España,Rioja,Rioja
283,Tercia de Ulea,2017,5805304,Travesura Shiraz 2017,3.1,51,5.9,España,Bullas,other
284,Barahonda,2020,5461188,Organic Monastrell - Merlot 2020,4.0,30,5.9,España,Yecla,other
285,Azabache,2018,2841429,Crianza Vendimia Seleccionada 2018,3.6,207,5.9,España,Rioja,Rioja
286,Arnegui,2016,1131347,Crianza Rioja 2016,3.6,599,5.9,España,Rioja,Rioja
287,Bienbebido,2014,1870840,Come Pollo y Bebe Vino 2014,2.8,82,5.9,España,Rioja,Rioja
288,Bodegas Fontana,2019,1181172,Dominio de Fontana Roble Tempranillo - Syrah 2019,3.7,75,5.9,España,Castilla,other
289,Raúl Pérez,2020,1151531,Castro Ventosa El Castro de Valtuille Mencía Joven 2020,3.7,111,5.9,España,Bierzo,other
290,Barahonda,2019,5461188,Organic Monastrell - Merlot 2019,3.8,301,5.9,España,Yecla,other
291,Puerta Vieja,2018,10331,Crianza 2018,3.4,234,5.9,España,Rioja,Rioja
292,Aldonia,2019,1620419,Vendimia 2019,3.6,34,5.9,España,Rioja,Rioja
293,Oliver Conti,2018,6623844,Indispensable Negre 2018,3.4,260,5.9,España,Empordà,other
294,Ramón Roqueta,2019,1667265,Garnacha 2019,3.5,89,5.9,España,Cataluña,Catalunya Sul
295,Bodegas Faustino,2020,1178638,Tinto 2020,3.4,46,5.9,España,Rioja,Rioja
296,Alcorta,2019,6447370,Roble 2019,3.5,39,5.9,España,Ribera del Duero,Ribera del Duero
297,Laus,2017,1130857,Crianza 2017,3.3,70,5.9,España,Somontano,other
298,Bodegas Valdelana,2020,9172118,Familia Valdelana Cosecha 2020,3.4,80,5.9,España,Rioja,Rioja
299,Bodegas Antonio Candela,2019,7957865,Parcelica Chica Monastrell - Syrah 2019,3.8,72,5.9,España,Yecla,other
300,Monasterio de Las Vinas,2016,7957055,Reserva Grandes Vinos L'Héritage Cariñena 2016,3.8,175,5.9,España,Cariñena,Catalunya Sul
301,Finca La Solana,2020,4381882,Organic Verdecillo 2020,3.6,74,5.9,España,Murcia,other
302,Peñamonte,2018,1381112,5 Meses en Barrica 2018,3.4,47,5.9,España,Castilla y León,other
303,Bodega Otto Bestué,2020,6798141,Garnacha 2020,3.5,47,5.9,España,Somontano,other
304,Bienbebido,2016,1870834,Come Vaca y Bebe Vino 2016,3.4,25,5.9,España,Rioja,Rioja
305,Marqués de la Concordia,2019,6936101,Rioja Santiago Segundo Año 2019,3.6,282,5.9,España,Rioja,Rioja
306,Castaño,2017,2686164,GSM (Garnacha - Syrah - Monastrell) 2017,3.4,304,5.9,España,Yecla,other
307,Fuentespina,2019,5954096,3 Meses 2019,3.5,26,5.9,España,Ribera del Duero,Ribera del Duero
308,Cuatro Pasos,2020,1258529,Pizarras de Otero Mencia 2020,3.7,119,5.9,España,Bierzo,other
